ID,Name,Pronoun,Birthday,Weight,ZipCode,SqFt,Pets,Water,Shoes,Commute,NumKids,Exercise,Beverage
101111,Janice Valdez - vice president,she,1958-01-08,143.24,04532,1480,"bird,dog,cat,cat,fish,bird",145.58,8,28.43,3,High,Tea
101112,Rosa Jones - assistant manager,she,1956-05-11,183.29,06861,1936,"dog,hamster,fish",62.54,7,3.2,3,Low,Coffee
101113,Martha Lawrence - assistant manager,she,1952-10-14,162.8,06861,1912,"cat,cat,dog,fish,bird,dog",143.23,10,5.22,3,Low,Coffee
101114,Melonie Hillin - assistant manager,she,1983-04-13,143.97,06861,1893,,69.61,4,39.26,None,None,Cider
101115,Adam Morgan - software engineer,he,1999-02-18,244.23,06393,2112,,106.38,2,33.49,None,None,Cocoa
101116,Avis Handly - trucker,she,1956-12-20,191.79,02585,2909,dog,122.99,12,11.68,3,None,Cocoa
101117,Debra High - assistant manager,she,1999-10-18,146.82,08161,1602,,98.23,9,39.31,2,Low,Cocoa
101118,Jordan Henry - assistant manager,she,1940-04-09,199.07,02585,3316,"fish,lizard",86.43,6,9.88,2,None,Tea
101119,Dewey Florentino - sales associate,he,2001-02-14,166.36,08161,1778,"fish,bird,fish,dog,bird,fish",74.32,7,8.43,None,None,Cocoa
101120,Maria Self - physician,she,1976-08-10,200.15,03977,1407,,34.03,6,3.81,3,None,Tea
101121,David Porraz - vice president,he,1937-01-02,168.21,08161,2619,,73.69,1,2.23,2,High,Tea
101122,Frederick Krenz - assistant manager,they,1994-03-23,168.21,00221,1445,"dog,dog,dog",119.7,8,18.54,1,High,Tea
101123,Charles Wright - vice president,he,1969-09-07,236.46,04532,1653,"cat,cat,bird,lizard,cat,fish",107.19,9,41.64,1,Medium,Tea
101124,Essie Daw - assistant manager,she,1987-07-28,180.2,06861,2215,"hamster,bird,dog,dog,lizard,dog",153.21,5,84.1,2,Low,Tea
101125,Ivana Youmans - receptionist,she,1971-08-03,138.89,00221,2757,"cat,lizard,fish,lizard,cat",77.46,12,1.05,5,High,Coffee
101126,Christy Bennett - vice president,she,1981-08-05,140.78,03977,1480,,115.54,4,0.34,4,None,Coffee
101127,Lucille Russo - assistant manager,she,1960-01-12,197.36,00221,1431,"cat,fish,lizard,cat,dog,dog",78.59,9,35.02,1,None,Tea
101128,Evelia Ugarte - vice president,she,1959-12-08,148.38,04532,1766,,178.94,10,17.57,5,None,Cider
101129,Lou Burgoyne - scientist,they,1999-04-04,187.28,00221,1775,fish,90.57,10,5.59,2,High,Tea
101130,John Johnston - sales associate,he,1970-08-23,209.41,03977,1917,"cat,dog",108.51,0,7.3,3,High,Tea
101131,Eileen Withers - sales associate,she,1957-09-19,150.97,06861,1828,"hamster,dog",66.31,8,13.37,4,Medium,Cocoa
101132,Heriberto Cox - physician,he,2003-08-12,195.27,00221,2119,"fish,bird,cat,cat,cat,cat",127.32,1,36.54,2,None,Coffee
101133,Carole Keith - trucker,she,1980-09-26,171.98,04532,1598,"lizard,cat",89.48,6,11.78,5,Medium,Tea
101134,Bryan Pennington - vice president,he,1977-08-12,366.07,00221,1713,,55.89,11,17.79,1,Medium,Cocoa
101135,Elizabeth Murphy - teacher,she,1973-02-05,195.37,06861,2016,dog,100.03,10,43.57,2,Medium,Cider
101136,Dianne Mcnair - physician,she,1941-03-12,200.68,04532,1819,"hamster,fish,dog,fish,cat,hamster",-11.94,9,15.37,3,High,Tea
101137,Julie Heidema - software engineer,they,1997-09-01,193.2,06861,2316,"bird,bird,cat",97.73,3,11.24,None,None,Coffee
101138,Dawn Santana - trucker,they,1999-12-27,149.9,06861,2327,"lizard,dog,hamster,dog,cat,dog",103.53,2,6.87,1,High,Coffee
101139,Angela Casey - vice president,she,1976-08-22,147.4,03977,2022,"dog,cat,bird,cat,cat,dog",58.41,2,15.15,3,None,Coffee
101140,Ilene Carr - assistant manager,she,1960-08-23,162.32,03977,2014,hamster,60.15,10,5.61,3,High,Cocoa
101141,Bonnie Macdonald - teacher,they,1997-08-18,136.39,00221,2773,"cat,hamster,cat,fish",97.46,12,18.59,2,High,Coffee
101142,Paul Anderson - sales associate,he,1948-09-21,228.79,06861,2265,"dog,cat,fish,lizard,fish",67.75,10,15.2,2,Low,Coffee
101143,Jeanette Baldwin - physician,she,2003-12-20,175.43,00221,2471,"bird,bird,dog,bird,dog,hamster",58.84,13,40.2,3,Medium,Coffee
101144,Consuelo Lewis - assistant manager,she,1996-10-11,156.82,08161,2020,"dog,cat,fish,cat,dog,cat",103.2,2,40.66,3,High,Coffee
101145,Elinor Cottle - vice president,they,2002-08-08,200.66,00221,1917,bird,129.2,12,45.83,1,Medium,Cocoa
101146,Cora Smith - teacher,she,1982-12-12,196.93,03977,1858,"dog,dog,dog,cat,dog,bird",58.39,11,110.72,3,High,Tea
101147,James Stubbs - software engineer,he,1974-06-02,192.8,03977,1866,,55.72,19,23.62,3,None,Cider
101148,Oscar Sistrunk - scientist,he,1976-06-01,343.59000000000003,00445,1908,,-6.95,6,5.37,2,High,Tea
101149,Larry Crum - scientist,he,1930-10-11,218.16,00221,1502,dog,116.05,16,27.63,2,High,Cider
101150,Mary Schultz - vice president,she,2004-06-03,147.86,00849,3727,,92.02,12,12.87,2,None,Coffee
101151,Laura Smith - assistant manager,she,1944-04-10,156.89,06393,2226,dog,66.82,4,10.56,3,Low,Cocoa
101152,Betty Benedict - teacher,she,1991-05-04,208.26,03977,1850,"dog,dog",124.1,2,8.14,3,None,Coffee
101153,Frank Cole - vice president,he,1965-06-20,146.21,08161,2495,"bird,hamster",49.84,7,33.53,1,None,Cocoa
101154,Ollie Moore - assistant manager,she,1977-04-28,147.79,08161,2033,"bird,dog,bird,cat,dog,dog",32.37,5,22.7,3,Medium,Coffee
101155,William Reilly - software engineer,he,1959-09-21,181.32,08161,1398,,61.55,7,18.58,1,High,Cider
101156,Benjamin Perrington - assistant manager,he,1966-10-07,165.96,00221,2625,"hamster,hamster,fish,bird,bird,hamster",81.02,3,55.41,3,Low,Tea
101157,Esther Winkler - vice president,she,1988-05-14,159.33,00221,2941,dog,61.8,10,50.46,1,High,Cider
101158,Johnny Gutman - vice president,they,1998-03-13,202.74,00445,2051,dog,91.65,6,17.21,3,Low,Tea
101159,Joseph Spradley - vice president,he,1934-09-04,170.96,07770,2368,dog,156.07,4,51.55,None,None,Cider
101160,Jessica Johnson - trucker,she,1932-07-10,143.22,08161,1808,lizard,104.75,1,32.95,2,None,Cider
101161,Vanessa Guy - physician,they,1960-02-09,370.93,03977,1722,"fish,dog,cat,bird,fish",98.06,8,34.51,1,Medium,Tea
101162,Kerry Miller - physician,she,1948-01-21,168.54,00221,2301,"cat,cat",40.41,1,49.24,3,None,Cider
101163,David Burger - teacher,they,1987-10-02,178.49,06861,2185,"dog,dog,fish,dog,cat,cat",179.32,3,18.99,4,High,Coffee
101164,Colleen Moore - scientist,she,2001-04-25,178.91,04532,1633,dog,159.56,7,31.74,2,Medium,Cocoa
101165,Mary Cardwell - engineer,she,1935-10-24,141.56,03977,1510,"bird,dog,hamster,dog,dog",139.23,8,41.19,1,None,Tea
101166,Suzanne Diaz - vice president,she,1989-04-21,161.14,08161,2133,"bird,dog,lizard",54.34,12,20.37,2,None,Coffee
101167,Evelyn Vernon - physician,she,1981-03-07,187.69,08161,-1000,,88.48,9,15.28,2,None,Cocoa
101168,Tasha Baker - scientist,she,1973-01-01,374.37,08161,2550,,145.06,9,33.63,4,Low,Cider
101169,Christina Curbelo - teacher,she,1991-11-09,153.36,06861,2035,,95.66,4,23.44,5,Medium,Cocoa
101170,Erma Odermott - assistant manager,she,1931-02-11,167.86,00445,1859,"cat,hamster",113.58,8,46.06,3,Medium,Cider
101171,Norah Owens - software engineer,she,1963-12-14,151.48,02585,2788,"dog,cat",93.26,7,20.13,1,Medium,Tea
101172,Edmond Hallock - vice president,he,1958-09-26,169.78,08161,2203,"dog,cat",143.03,8,26.72,3,Low,Cocoa
101173,Bernadine Harr - sales associate,she,1984-02-16,137.78,06861,2499,"cat,lizard",24.62,5,28.76,2,High,Tea
101174,Samuel Lewis - trucker,he,1976-07-18,209.17,00221,2391,"cat,cat",75.94,13,26.99,3,Medium,Cocoa
101175,James Estrada - assistant manager,they,1992-08-20,188.95,08161,1496,"cat,dog,cat,dog,bird,dog",90.65,7,10.65,3,Medium,Coffee
101176,Frederick Wolfe - scientist,he,2001-02-09,243.06,00221,2331,,24.32,12,31.52,3,None,Cocoa
101177,Ebony Lynch - sales associate,she,1947-05-28,207.67,08161,2136,"dog,fish,bird",89.59,8,6.26,4,None,Coffee
101178,Denise Dickson - vice president,she,1939-07-28,135.46,00221,2499,bird,104.18,6,39.27,5,Medium,Cider
101179,Micah Wilson - software engineer,they,1984-03-14,139.18,06393,2089,"cat,bird,dog,bird,dog,cat",114.93,6,18.57,2,None,Coffee
101180,Joanne Phillips - engineer,she,1936-04-28,204.81,06861,2078,"cat,fish",122.37,11,25.33,4,Low,Cocoa
101181,Marla Hammock - vice president,she,1933-02-16,157.81,00221,2311,,109.51,7,5.82,3,None,Cocoa
101182,Bob Petrowski - assistant manager,he,1971-05-22,185.14,00445,1860,"cat,bird,dog,dog,cat,cat",87.01,10,19.05,1,Low,Coffee
101183,Maria Bernard - physician,they,1989-06-17,140.02,08161,2471,"cat,dog",109.14,10,27.47,4,Low,Tea
101184,David Keogh - vice president,he,1950-10-08,161.12,07770,2213,"bird,lizard,hamster",80.42,7,22.95,2,High,Cocoa
101185,Lucille Mckibben - physician,they,1989-05-04,138.05,00221,2496,"dog,dog",33.57,8,15.02,5,None,Tea
101186,Pamela Johnson - assistant manager,she,1966-11-16,187.67,03977,-1000,,37.68,9,41.31,2,Medium,Cider
101187,Sandra Gates - scientist,she,1985-01-18,188.0,00221,2329,"cat,cat,dog,cat,fish,hamster",118.76,3,34.91,None,Low,Coffee
101188,Harold Higgins - vice president,they,1925-12-21,176.12,00221,2379,,139.87,4,26.94,3,Low,Cider
101189,Mary Santo - vice president,she,2003-04-28,192.78,00221,1508,,74.22,7,29.93,None,None,Cocoa
101190,Brenda Caplan - receptionist,they,1986-10-16,148.13,03977,1612,"dog,bird",73.74,9,0.57,None,High,Coffee
101191,Young Chang - physician,he,1987-02-07,187.98,07770,2291,,160.76,13,17.39,1,Medium,Cocoa
101192,Scott Vanorden - scientist,he,1973-11-22,195.3,06861,2387,"hamster,dog,fish",66.61,4,6.97,4,High,Coffee
101193,Maxine Nix - assistant manager,she,1998-12-13,161.99,08161,2692,,23.71,6,18.08,3,Low,Tea
101194,Evelyn Olson - sales associate,she,1962-11-20,155.4,08161,2051,,56.51,7,45.13,2,None,Cider
101195,Marlyn Lavalle - vice president,she,2003-12-22,145.15,08161,3058,"fish,bird",30.88,11,49.7,4,Medium,Tea
101196,Melanie Townsend - sales associate,she,1964-01-12,157.29,00221,2123,,104.55,5,29.1,2,Medium,Cider
101197,Rachel Coleman - physician,she,1980-03-27,169.64,03977,1526,,129.49,7,43.82,4,Low,Cider
101198,Sofia Roush - sales associate,she,1988-06-23,150.73,08161,2047,"dog,fish,dog",31.21,3,18.53,1,Low,Coffee
101199,Michael Carter - physician,he,1935-05-21,168.93,07770,1181,"dog,fish,cat,dog,hamster,cat",81.76,5,14.65,2,None,Coffee
101200,Stacie Mallard - trucker,she,1931-05-17,166.82,03977,1872,"dog,cat,dog,hamster,fish,bird",88.11,1,33.44,2,High,Cocoa
101201,Francisco Hwang - vice president,he,1998-08-15,162.04,03977,1882,"fish,dog,dog,hamster,cat",59.57,9,35.96,5,High,Tea
101202,Douglas Lasalle - assistant manager,he,1939-11-17,189.48,08161,1738,,84.52,15,56.81,2,Low,Cider
101203,Mary Talamo - software engineer,she,1950-02-10,155.27,08161,1514,,106.68,9,30.33,4,Low,Cider
101204,Matthew Leon - physician,they,1986-07-27,143.9,06861,2160,"cat,fish,dog,bird,fish,fish",122.2,9,11.0,2,None,Coffee
101205,Andrea Spriggs - vice president,they,1994-05-12,191.83,06861,2258,"fish,dog,cat,fish,cat,fish",118.66,5,28.56,2,None,Coffee
101206,Harvey Patterson - teacher,he,1943-08-24,199.77,00221,2241,,93.34,7,59.86,2,Low,Cider
101207,Jon Dodds - trucker,he,1998-11-24,364.04,00221,1194,"dog,dog,dog,cat,dog",79.08,5,26.76,3,None,Coffee
101208,Lillie Bowler - trucker,she,1937-09-15,152.69,00221,1961,"dog,fish,cat,bird,dog,cat",114.77,14,15.78,4,None,Tea
101209,Inez Carr - software engineer,she,1963-01-19,156.9,06861,2169,"cat,dog,bird",51.45,8,21.13,2,None,Tea
101210,Amanda Jones - vice president,she,1944-07-13,162.33,04532,1808,"lizard,fish,fish,dog,cat",113.98,7,3.33,3,Low,Coffee
101211,John Kennedy - physician,he,1937-02-06,145.2,00221,2222,,56.98,5,34.84,1,High,Cider
101212,Vincent Newsome - trucker,he,1933-03-05,213.17,04532,1698,cat,112.92,2,8.9,3,None,Cocoa
101213,Ronald Ostrowski - scientist,he,1942-10-05,190.51,00221,2339,fish,13.87,3,12.33,None,Low,Cocoa
101214,Amber Wilson - receptionist,they,1951-06-20,184.71,00221,1911,,82.83,5,31.4,3,None,Cider
101215,Pauline Armstrong - software engineer,she,1940-07-05,143.96,03977,1666,"lizard,bird",117.57,9,4.01,5,Low,Tea
101216,Susan Brown - teacher,she,1966-03-26,160.22,04532,1630,"dog,lizard,dog,cat,fish,dog",102.94,3,29.08,2,None,Tea
101217,Bertha Gonzalez - scientist,she,1938-09-06,184.21,00849,2380,"cat,bird",88.24,1,35.91,1,None,Cider
101218,Sharan Ibarra - vice president,she,1988-01-16,185.59,03977,1937,,84.15,4,18.32,1,None,Cocoa
101219,Augusta Fore - physician,she,1946-08-19,146.58,06861,2322,"lizard,hamster,lizard",151.27,1,18.17,2,None,Coffee
101220,Larry Jones - software engineer,he,1947-02-23,199.21,00221,1728,"cat,dog,dog,cat,fish,fish",65.68,8,19.45,3,Low,Tea
101221,Paul Davis - trucker,he,1959-01-26,163.11,06861,2331,dog,50.9,7,26.96,1,Low,Cider
101222,John Vasquez - scientist,he,1972-02-19,202.01,03977,2048,"cat,dog",62.57,8,0.21,2,None,Coffee
101223,Andre Morrill - server,he,2001-03-11,379.28999999999996,00849,3603,,46.38,4,21.38,3,High,Tea
101224,Enrique Ran - physician,he,1939-04-27,193.58,08161,2116,,137.47,4,2.01,3,Medium,Tea
101225,Robert Langley - sales associate,he,1974-07-08,379.13,00221,2176,"cat,hamster,cat,bird,dog,dog",76.96,1,25.78,2,Medium,Coffee
101226,Michael Frank - physician,they,1965-01-03,132.8,00221,2386,"cat,fish,fish",60.65,6,75.93,2,High,Cider
101227,Craig Trynowski - engineer,they,1994-04-20,195.16,06861,2101,"bird,dog,hamster,cat,dog,cat",141.01,8,2.83,2,None,Coffee
101228,Gabriel Tuggle - general manager,they,1986-04-27,141.24,00221,2033,,87.57,8,25.4,2,Low,Cocoa
101229,Rocky Gutshall - general manager,he,1990-03-02,199.84,03977,1650,"cat,dog,bird,dog",66.23,2,44.57,None,High,Tea
101230,Sylvia Berry - sales associate,she,1973-05-04,181.97,00221,1981,"dog,fish",129.47,15,13.31,2,Low,Tea
101231,George White - sales associate,he,1978-08-11,199.11,00221,1976,"cat,fish,fish,dog,cat,bird",120.57,10,39.76,1,Medium,Tea
101232,June Borrego - sales associate,she,1945-12-22,149.12,06861,2250,"dog,dog",101.02,3,17.25,4,Low,Cocoa
101233,Jennifer Hunstad - sales associate,she,1981-04-01,206.49,08161,-1000,"dog,bird,dog,cat,lizard",129.67,3,0.93,3,Medium,Coffee
101234,Terry Russell - sales associate,he,1978-04-26,164.63,03977,1698,"hamster,dog",55.74,9,58.05,3,Low,Cider
101235,Ella Guerra - assistant manager,they,1973-05-24,379.12,03977,2372,"bird,fish,dog",105.1,9,29.59,4,High,Tea
101236,Stephanie Murrell - software engineer,they,1995-04-27,376.12,03977,1667,"cat,dog,hamster",44.83,9,45.45,2,None,Tea
101237,Donald Lajoie - trucker,they,2001-08-23,190.13,08161,1669,,142.03,9,37.96,3,High,Cocoa
101238,Richard Nordberg - vice president,he,1948-11-16,187.48,08161,1991,,85.66,8,7.86,4,Medium,Cocoa
101239,Ruby Brewer - trucker,she,1943-10-15,176.32,08161,850,"fish,dog",60.02,12,30.24,2,None,Coffee
101240,Crystal Wilkins - sales associate,she,1975-04-15,169.27,00221,1663,hamster,104.06,6,46.77,3,High,Cider
101241,Alyssa Allen - software engineer,she,1929-02-24,154.54,08161,2169,"dog,bird,dog,bird,dog,dog",93.82,6,4.38,2,Medium,Coffee
101242,Anna Walsh - physician,they,1986-08-19,378.22,00221,2284,"hamster,dog,cat",65.99,6,11.95,3,Medium,Coffee
101243,Jeffrey Mcgowan - teacher,he,1930-04-11,192.98,03977,1324,"fish,hamster,dog,bird,cat",57.22,11,26.68,3,None,Cocoa
101244,Babette Frye - vice president,she,1932-08-20,154.57,00221,2065,,62.97,8,12.46,1,Medium,Cider
101245,Kellye Bateman - vice president,she,1947-07-26,229.67,00221,1644,,88.14,2,6.31,3,Low,Cocoa
101246,Kayla Smith - engineer,they,1993-02-27,144.97,04532,1729,"fish,cat,dog,lizard,bird,dog",94.32,18,30.32,2,High,Coffee
101247,Jennifer Markus - physician,she,2003-07-10,130.47,08161,2409,fish,102.92,3,17.85,2,Medium,Tea
101248,Esther Diez - physician,she,2002-01-03,190.04,04532,1609,,117.57,10,17.7,3,None,Tea
101249,Joyce Murphy - vice president,she,1990-09-20,154.37,06861,2292,"dog,fish",71.26,9,28.96,4,High,Tea
101250,Merle Houston - vice president,she,2005-06-20,175.32,03977,2086,,215.79,10,46.62,3,Medium,Cocoa
101251,Cassie Angles - assistant manager,she,1958-07-24,161.47,00445,2057,"cat,cat,fish,fish,dog,fish",66.72,2,29.01,4,None,Tea
101252,Horace Daw - assistant manager,he,1972-08-01,155.13,03977,1372,"hamster,dog,dog",103.67,9,13.9,2,High,Tea
101253,Mark Priest - trucker,he,2000-06-25,204.22,03977,1593,"dog,dog,cat",26.02,3,16.3,2,Low,Coffee
101254,Sandra Sanchez - physician,she,1998-11-13,139.88,03977,2514,,80.7,3,92.07,4,Low,Cider
101255,Jerry Morales - physician,he,1947-11-04,200.27,03977,1967,"lizard,dog",52.47,8,25.19,2,Low,Cocoa
101256,Claire Loy - software engineer,she,1996-08-12,140.19,00849,2771,"cat,cat,cat,dog",101.1,11,12.82,1,High,Coffee
101257,Pamela Odonnell - sales associate,she,1999-09-12,144.36,03977,1904,,129.61,4,20.19,4,None,Cocoa
101258,Eric Walton - vice president,he,1947-10-03,171.29,00445,1713,"cat,dog,cat,dog,hamster,dog",118.47,1,19.53,3,None,Tea
101259,Jeanette Frazer - assistant manager,she,1950-12-26,156.61,00221,1418,"bird,dog",7.75,5,34.33,1,Low,Cider
101260,Kristin Simmons - scientist,she,1988-04-05,151.33,00221,1446,"fish,dog",90.71,12,14.64,1,High,Tea
101261,Erica Guillory - physician,she,1993-10-05,131.35,00221,1674,"cat,dog,dog,dog,fish",63.22,11,7.84,2,High,Coffee
101262,Lidia Dunstan - physician,they,1958-08-15,222.88,00849,3618,"dog,bird,lizard",45.67,10,31.94,4,Low,Tea
101263,Brenda Long - vice president,she,1972-10-08,178.0,00445,1986,"cat,bird,dog,fish,dog,lizard",174.63,9,44.15,3,Medium,Tea
101264,Sally Marton - sales associate,she,1972-03-10,200.11,06861,2275,cat,52.91,9,42.7,2,Low,Cider
101265,Howard Evans - assistant manager,he,1977-11-25,203.56,00221,2080,"lizard,dog",68.0,10,20.37,4,None,Tea
101266,Melanie Kiedrowski - teacher,she,1968-11-23,190.75,07770,1424,dog,17.87,2,6.38,None,Low,Cocoa
101267,Katrina Mark - physician,she,1971-10-05,174.18,06861,2449,fish,136.98,7,4.88,2,Low,Tea
101268,Christina Krizan - sales associate,she,1942-01-25,173.11,00221,1958,"bird,dog,fish,fish,dog",49.42,2,0.75,1,High,Coffee
101269,Jessica Matteson - scientist,they,1994-11-01,138.09,03977,2002,"bird,hamster",43.29,11,4.71,3,Low,Coffee
101270,Susan Austin - assistant manager,she,1935-01-03,189.1,00221,2450,"dog,dog,dog,lizard",59.39,8,3.85,2,None,Coffee
101271,Dennis Sturdevant - assistant manager,he,1969-09-14,372.98,03977,2131,"dog,hamster,dog,cat,bird,cat",10.91,7,17.9,5,None,Coffee
101272,Melba Wallander - trucker,she,1981-10-09,138.36,03977,1518,"bird,dog,cat,cat,hamster",77.97,7,19.72,1,High,Tea
101273,Jane Samuel - vice president,she,1961-07-08,183.42,06861,2217,"dog,dog,dog,dog",157.02,6,16.34,3,High,Tea
101274,Steven Lawson - software engineer,he,1950-11-06,199.54,08161,2437,"cat,lizard,bird",71.72,14,7.67,2,High,Coffee
101275,Barbara Thompson - physician,she,1980-07-03,184.17,00221,1928,dog,121.41,2,3.13,3,None,Coffee
101276,Michael Sena - trucker,he,1971-05-05,177.83,00221,2064,"dog,cat,fish,fish",95.32,7,29.06,3,Medium,Tea
101277,Claudia Stokes - physician,she,1966-05-10,379.94,00221,2173,"lizard,dog,dog,fish,dog,cat",101.15,8,14.72,1,Low,Coffee
101278,Robert Amsterdam - teacher,he,1994-03-26,172.94,00221,2327,"lizard,cat",112.36,2,38.54,1,Low,Tea
101279,Renee Harper - trucker,she,1997-05-06,145.21,07770,1509,"fish,fish,cat,dog,bird,cat",54.36,5,41.58,2,Low,Tea
101280,Mark Angles - vice president,he,1927-12-02,191.88,08161,2415,"fish,dog,dog,dog,fish",148.92,12,51.86,3,Medium,Cocoa
101281,Royce Fox - assistant manager,she,1956-04-23,147.43,03977,2110,,70.16,5,17.37,1,Medium,Cocoa
101282,Mary Elkins - engineer,she,1954-03-21,161.05,00221,1708,"cat,cat",53.29,8,8.01,3,Low,Tea
101283,Jennifer Mayeux - physician,she,1931-01-28,192.52,03977,1914,"dog,cat,fish,cat,dog",108.96,11,29.13,3,Low,Cocoa
101284,Tony Layton - physician,he,1961-04-09,379.16999999999996,00849,2999,"hamster,bird",48.01,7,27.04,1,Low,Cocoa
101285,Carolyn Cherry - trucker,she,1994-11-25,181.71,00221,2175,dog,91.67,0,42.59,None,Low,Cocoa
101286,Michael Mclain - engineer,he,1933-12-07,235.94,00221,1828,fish,55.3,4,12.27,2,Low,Cider
101287,Alice Nye - teacher,they,1943-08-09,204.25,03977,1754,,87.85,7,26.32,1,Medium,Cider
101288,Kary Jamerson - assistant manager,she,1991-07-23,173.76,00221,2395,cat,89.74,11,4.68,5,Low,Coffee
101289,Sonya Stewart - vice president,they,1990-01-08,215.7,04532,1687,"dog,cat",123.87,4,8.76,3,High,Tea
101290,Christopher Stevens - sales associate,he,1962-07-09,201.67,00221,1920,"cat,lizard,hamster,fish,fish,cat",66.84,11,82.74,3,High,Cocoa
101291,Donna Bloom - vice president,she,1943-03-19,150.6,08161,1520,"cat,fish,dog,bird",130.77,13,16.18,None,None,Tea
101292,Mike Wilson - assistant manager,he,1945-05-01,185.44,03977,1756,"fish,bird,hamster,bird,bird,dog",2.09,9,41.1,2,Low,Cocoa
101293,Ernest Hellyer - software engineer,he,1925-11-19,235.52,06393,1952,"cat,cat",96.05,6,40.29,4,None,Cider
101294,William Waldecker - vice president,they,1999-11-02,140.6,06861,2319,"fish,dog,dog,cat,fish,hamster",49.4,11,9.7,1,None,Coffee
101295,Raul Hill - physician,he,1935-10-08,183.16,03977,1413,"cat,dog",114.58,7,58.12,2,Low,Cider
101296,Melvin Parrish - general manager,he,1945-09-04,184.73,08161,2403,bird,63.23,4,3.2,2,Low,Tea
101297,Sarah Lyons - engineer,she,1977-12-03,141.23,06393,2069,"cat,dog,dog",17.78,5,25.23,6,None,Tea
101298,Mark Gilmore - vice president,he,1985-09-27,168.92,07770,2825,,106.76,2,31.8,2,None,Cocoa
101299,Tommy Martino - software engineer,he,1961-03-27,169.64,03977,2034,,105.26,6,5.15,1,Low,Tea
101300,Phillip Wiles - teacher,they,1977-06-15,135.39,03977,2012,,94.84,8,30.98,1,High,Cider
101301,Carrie Rodriquez - teacher,she,1961-09-20,193.97,03977,2080,"dog,hamster",110.25,11,18.79,1,Low,Cocoa
101302,Annie Mercer - vice president,she,1985-05-04,185.1,03977,1722,,69.24,6,1.74,2,None,Coffee
101303,Charley Franklin - software engineer,he,1943-12-08,176.02,00445,1910,fish,79.39,2,8.36,1,Medium,Cocoa
101304,John Stevens - teacher,he,1933-05-05,165.53,00221,-1000,"dog,cat,dog,hamster,bird,cat",128.39,10,34.79,2,None,Cocoa
101305,Angele Sweatman - assistant manager,she,1995-06-23,187.78,07770,2485,"fish,fish,dog,fish,dog,fish",51.44,7,17.08,4,High,Coffee
101306,Cynthia Chen - sales associate,she,1940-03-12,170.8,08161,1830,,86.69,9,9.28,2,Low,Cocoa
101307,Ocie Mcclinton - vice president,she,1929-03-19,179.61,08161,1962,"bird,dog,fish,dog,hamster,hamster",126.58,5,43.68,4,None,Cocoa
101308,Lowell Scott - receptionist,he,2003-02-25,209.89,08161,2316,,92.85,8,50.51,1,None,Cocoa
101309,Santiago Kluck - physician,he,1989-02-25,140.98,07770,1061,"dog,hamster,dog,bird,dog,bird",94.75,11,20.92,2,Medium,Coffee
101310,Fred Khim - trucker,they,2003-01-05,148.47,00221,1806,"dog,dog,bird",54.74,8,20.41,2,Medium,Coffee
101311,Eric Dixon - trucker,he,1933-03-21,171.11,06861,2316,,100.95,0,5.22,1,None,Tea
101312,Angelita Scanlan - software engineer,they,1964-05-07,134.11,03977,1932,,64.55,10,34.59,3,Low,Cider
101313,Margaret Bologna - vice president,she,1954-12-06,188.19,04532,1684,"cat,lizard,cat,dog",60.83,11,52.46,3,None,Cocoa
101314,Claude Silva - vice president,he,1954-03-26,184.06,08161,2916,"dog,cat,dog,dog,dog",72.25,15,17.13,5,Medium,Coffee
101315,Shantelle Edwards - software engineer,she,1976-03-08,180.15,08161,2800,"bird,cat,dog,cat,cat,bird",83.32,7,23.55,3,None,Coffee
101316,Kathleen Popielarczyk - assistant manager,she,1975-10-06,169.32,00221,1818,"dog,fish,bird,hamster,dog,dog",85.13,6,27.24,2,Medium,Tea
101317,Errol Mueller - receptionist,he,1972-02-24,143.73,03977,1471,cat,66.79,10,51.19,None,None,Cider
101318,Bradley Cooper - teacher,he,1965-03-20,183.42,06861,2311,,147.84,2,31.59,4,Low,Cider
101319,Alida Onell - sales associate,she,1934-02-12,172.47,06861,2194,dog,132.71,6,5.3,4,Low,Cocoa
101320,Larhonda Hopkins - sales associate,they,1998-10-14,141.47,00221,2357,"lizard,hamster",68.4,14,48.99,1,Medium,Cocoa
101321,Ronald Villani - assistant manager,they,1989-08-24,140.69,06861,2360,"fish,hamster,dog",65.8,8,34.05,5,Low,Tea
101322,Anna Jourdan - sales associate,she,1958-12-21,162.85,08161,1617,"dog,dog,dog",114.27,8,28.14,1,High,Cocoa
101323,Rickey Means - vice president,they,1993-03-19,148.51,06861,2013,,31.13,7,7.17,None,None,Coffee
101324,Thomas Roswell - teacher,he,1940-08-09,186.88,00221,2288,fish,153.73,12,20.97,2,None,Cider
101325,Nicole Fletcher - assistant manager,she,1999-10-02,150.85,04532,1598,"fish,dog",103.98,0,40.91,2,Medium,Cocoa
101326,Gail Messier - assistant manager,she,1969-11-22,175.64,06393,2092,,124.87,12,3.56,3,None,Coffee
101327,Angelika Phillips - assistant manager,she,1972-01-25,142.69,06861,1874,"dog,cat",110.37,7,51.68,2,Low,Cider
101328,Deborah Foss - receptionist,she,1931-06-18,165.16,00221,1373,"hamster,cat,bird,fish,fish,dog",70.69,4,47.46,2,High,Cocoa
101329,Susan Bradley - physician,she,1974-01-24,192.24,03977,1984,"fish,fish",108.54,1,39.24,4,High,Cocoa
